Shipment Date,Matching Fields,Consignee,Consignee Full Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg)
2021-01-04,Goods Shipped: 1 X 20 Containers Containing 153 Bags Of Fep 9302 X Fluoroplastic Resin,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Chemin du Pavillon 2, 1218 Le Grand-Saconnex, Switzerland",,,,https://panjiva.com/Chemours-Group/63403472,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,1 X 20 CONTAINERS CONTAINING 153 BAGS OF FEP 9302 X FLUOROPLASTIC RESIN,1.0,7431.0
2020-11-07,Goods Shipped: 5 Pallet Of Ptfe Fluoroplastic Dispersion 30 Ptfe Fluoroplastic Resin 807 N Fep 9302 Fluoroplastic Resin,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistic Group,Belgium,,,,https://panjiva.com/Vanguard-Logistic-Group/87846532,Logistics,VANGUARD LOGISTICS,39040000,5 PALLET OF PTFE FLUOROPLASTIC DISPERSION 30 PTFE FLUOROPLASTIC RESIN 807N FEP 9302 FLUOROPLASTIC RESIN,0.23,2976.0
2020-10-24,Goods Shipped: 1 Pallet Of Fep 9302 X Fluoroplastic Resin,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistic Group,Belgium,,,,https://panjiva.com/Vanguard-Logistic-Group/87846532,Logistics,VANGUARD LOGISTICS,39040000,1 PALLET OF FEP 9302 X FLUOROPLASTIC RESIN,0.05,625.0
2020-10-19,Goods Shipped: 2 Pallet Of Fep Fpd9848 Fluoroplastic Resin Fep 9302 X Fluoroplastic Resin,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistic Group,Belgium,,,,https://panjiva.com/Vanguard-Logistic-Group/87846532,Logistics,VANGUARD LOGISTICS,39040000,2 PALLET OF FEP FPD9848 FLUOROPLASTIC RESIN FEP 9302 X FLUOROPLASTIC RESIN,0.12,1796.0
2020-08-01,Goods Shipped: 1 Pallet Of Fep 9302 X Fluoroplastic Resin,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistic Group,Belgium,,,,https://panjiva.com/Vanguard-Logistic-Group/87846532,Logistics,VANGUARD LOGISTICS,39040000,1 PALLET OF FEP 9302 X FLUOROPLASTIC RESIN,0.01,101.0
2020-07-18,Goods Shipped: 20 Bags Of Fep 9302 X Fluoroplastic Resin,Polifluor Industria E Comercio De Plasticos Ltda,"Avenida Dedo de Deus, 167 - Vila Formosa, São Paulo - SP, 03363-100, Brazil",,+55 11 2782 2022,,https://panjiva.com/Polifluor-Industria-E-Comercio-De-Plasticos-Ltda/36038942,Manufacturer,Chemours Group,"Chemin du Pavillon 2, 1218 Le Grand-Saconnex, Switzerland",,,,https://panjiva.com/Chemours-Group/63403472,"",POLIFLUOR INDUSTRIA E COMERCIO DE PLASTICOS LTDA,39046900,20 BAGS OF FEP 9302  X FLUOROPLASTIC RESIN,0.06,506.0
2020-07-03,HS Code (4-digit): 9302,South Cargo Sa,"Av. Engenheiro Luís Carlos Berrini, 1500 - Itaim Bibi, São Paulo - SP, Brazil",,,,https://panjiva.com/South-Cargo-SA/46481448,Logistics,Pgs Logistics,Hong Kong,,,,https://panjiva.com/Pgs-Logistics/87843987,Logistics,SOUTH CARGO SA,93020000,3 PALLET OF COMPACT PEAR AXLE MODULE,0.06,674.0
2020-05-23,Goods Shipped: 3 Pallet Of Ptfe Fluoroplastic Resin 807 N X Ptfe Fluoroplastic Dispersion 30 Fep Cj 95 Fluoroplastic Resin Fep 9302 X Fluoroplastic Resin,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistic Group,Belgium,,,,https://panjiva.com/Vanguard-Logistic-Group/87846532,Logistics,VANGUARD LOGISTICS,39040000,3 PALLET OF PTFE FLUOROPLASTIC RESIN 807N X PTFE FLUOROPLASTIC DISPERSION 30 FEP CJ 95 FLUOROPLASTIC RESIN FEP 9302 X FLUOROPLASTIC RESIN,0.09,1134.0
2020-03-23,Goods Shipped: 1 X 40 Containers Containing 20 Bags Of Fep 9302,,,,,,,,Chemours Group,"Chemin du Pavillon 2, 1218 Le Grand-Saconnex, Switzerland",,,,https://panjiva.com/Chemours-Group/63403472,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,1 X 40 CONTAINERS CONTAINING 20 BAGS OF FEP 9302,0.06,506.0
2020-02-01,Goods Shipped: 25 Pack Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Chemin du Pavillon 2, 1218 Le Grand-Saconnex, Switzerland",,,,https://panjiva.com/Chemours-Group/63403472,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,25 PACK OF FEP 9302,0.12,632.0
2020-01-06,Goods Shipped: 1 X 20 Containers Containing 38 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Chemin du Pavillon 2, 1218 Le Grand-Saconnex, Switzerland",,,,https://panjiva.com/Chemours-Group/63403472,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,1 X 20 CONTAINERS CONTAINING 38 BAGS OF FEP 9302,0.16,961.0
2019-12-11,Goods Shipped: 24 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Chemin du Pavillon 2, 1218 Le Grand-Saconnex, Switzerland",,,,https://panjiva.com/Chemours-Group/63403472,"",LETICIA FELIX DOS SANTOS 32902837801,39046900,24 BAGS OF FEP 9302,0.09,607.0
2019-12-11,Goods Shipped: 2 X 40 Containers Containing 9302 Cartons Of Frozen Ice Cream,Manuport Logistics,"Rua Luiz Seraphico Júnior, 511 - 182 - Jardim Caravelas, São Paulo - SP, Brazil",,,,https://panjiva.com/Manuport-Logistics/44257138,Logistics,Manuport Logistics,Poland,,,,https://panjiva.com/Manuport-Logistics/36071592,Logistics,MANUPORT LOGISTICS,21050000,2 X 40 CONTAINERS CONTAINING 9302 CARTONS OF FROZEN ICE CREAM,4.0,30338.0
2019-10-12,Goods Shipped: 31 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Group/63403965,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,31 BAGS OF FEP 9302,0.11,784.0
2019-09-07,Goods Shipped: 5 Pack Of Feb 9302 Fap 100 Disp 33 Disp 30,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,5 PACK OF FEB 9302 FAP 100 DISP 33 DISP 30,0.43,5222.0
2019-08-12,HS Code (4-digit): 9302,Asia Shipping,"R. Alexandre Herculano, 197 - ANDAR 13 SALA - Gonzaga, Santos - SP, 11050-030, Brazil",,,,https://panjiva.com/Asia-Shipping/71208250,Logistics,"Benkel Int Pte., Ltd.","165 Bukit Merah Central, Singapore 150165",,,,https://panjiva.com/Benkel-Int-Pte-Ltd/48505146,"",ASIA SHIPPING,93020000,1 X 40 CONTAINERS CONTAINING 2 PALLET OF FREOCOM FCR,0.21,630.0
2019-08-10,Goods Shipped: 1 Pallet Of Fep 9302 Fep 100,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 PALLET OF FEP 9302 FEP 100,0.13,1315.0
2019-08-03,Goods Shipped: 26 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Chemin du Pavillon 2, 1218 Le Grand-Saconnex, Switzerland",,,,https://panjiva.com/Chemours-Group/63403472,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,26 BAGS OF FEP 9302,0.13,657.0
2019-07-14,Goods Shipped: 40 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Group/63403965,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,40 BAGS OF    FEP 9302,0.42,1012.0
2019-07-01,Goods Shipped: 20 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Group/63403965,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,20 BAGS OF FEP 9302,0.05,206.0
2019-05-25,Goods Shipped: 14 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Group/63403965,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,14 BAGS OF    FEP 9302,0.07,354.0
2019-04-21,Goods Shipped: 3 Bags Of Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Group/63403965,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,3 BAGS OF    FEP 9302,0.01,75.0
2019-03-11,Goods Shipped: 21 Bag Loaded Onto 1 Pallet Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Group/63403965,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,21 BAG LOADED ONTO 1 PALLET FEP 9302,0.06,531.0
2019-03-02,Goods Shipped: 1 Wooden Pallets 30 Bags Fep 9302,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 WOODEN PALLETS 30 BAGS FEP 9302,0.07,759.0
2018-12-18,HS Code (4-digit): 9302,Panalpina,"Praça Antônio Teles, 12 - ANDAR 12 CONJ 101 - Centro, Santos - SP, 11013-000, Brazil",,,,https://panjiva.com/Panalpina/41674521,Logistics,Panalpina,"25 de Agosto 91, Salto 50000, Uruguay",,,,https://panjiva.com/Panalpina/36051837,"",PANALPINA,93020000,16 PALLETS  DIE CASTING HOUSING,1.0,3104.0
2018-12-16,Goods Shipped: 20 Bag Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Group,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Group/63403965,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,20 BAG FEP 9302,0.07,506.0
2018-10-27,Goods Shipped: 1 Pallet Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,1 PALLET FEP 9302,0.08,404.0
2018-09-15,Goods Shipped: 16 Bag Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,16 BAG FEP 9302,0.11,404.0
2018-08-18,Goods Shipped: 16 Bag Loaded Onto 1 Pallet Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,16 BAG LOADED ONTO 1 PALLET FEP 9302,0.05,404.0
2018-07-14,Goods Shipped: 28 Pallets Fp 669 N 1 Pallet Disp 30 5 Pallets Gran 805 1 Pallet Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39040000,28 PALLETS FP 669N 1 PALLET DISP 30 5 PALLETS GRAN 805 1 PALLET FEP 9302,2.0,13009.0
2018-06-11,Goods Shipped: 1 Pallets Slac 17 Bag Fep 9302,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 PALLETS SLAC 17 BAG FEP 9302,0.04,430.0
2018-05-18,Goods Shipped: 12 Bag Loaded Onto 1 Pallet Fep 9302 Lb Bag,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,12 BAG LOADED ONTO 1 PALLET FEP 9302 LB BAG,0.05,303.0
2018-04-22,Goods Shipped: 9302 Carton Nutridrink Max Neutral 6 X700 G Bra Nutrison Advanced Protison 0.5 L Pk Br Cubitan Van 200 Ml Pb Br Ndr Compact Prot Van 6 X4 X125 Ml Pb...,Panalpina,"Praça Antônio Teles, 12 - ANDAR 12 CONJ 101 - Centro, Santos - SP, 11013-000, Brazil",,,,https://panjiva.com/Panalpina/41674521,Logistics,Panalpina,"25 de Agosto 91, Salto 50000, Uruguay",,,,https://panjiva.com/Panalpina/36051837,"",PANALPINA,00330000,9302 CARTON NUTRIDRINK MAX NEUTRAL 6X700G BRA NUTRISON ADVANCED PROTISON 0.5L PK BR CUBITAN VAN 200ML PB BR NDR COMPACT PROT VAN 6X4X125ML PB BR,8.0,48325.0
2018-01-15,HS Code (4-digit): 9302,Msl Corporate,"Edifício Mercosul - R. da Consolação, 382 - 1 ANDAR - Consolação, São Paulo - SP, 01302-908, Brazil",,,,https://panjiva.com/Msl-Corporate/36032524,"",Central Shipping Agency Sp A,"Via Guicciardini, 24O, 70014 Conversano Bari, Italy",,,,https://panjiva.com/Central-Shipping-Agency-SpA/35927419,Logistics,MSL CORPORATE,93020000,1 WOODEN PALLET EVERY CONTROL - SONDA DE TEMPERATURA,0.04,274.0
2017-12-15,Goods Shipped: 1 Pallet Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND & COM DE PRODUTOS QUIMICOS LTDA,39046900,1 PALLET FEP 9302,0.09,455.0
